Driver,LapNumber,TrackStatus,SafetyCar,VSC,YellowFlag,RedFlag,RecentSC,Race,Year
LAT,19.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,20.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,21.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,22.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,23.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,24.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,25.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,26.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,27.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,28.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,29.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,30.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,31.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,32.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,33.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,34.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,35.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,36.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,37.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,38.0,12,0,0,1,0,0,Abu Dhabi Grand Prix,2022
LAT,39.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,40.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,41.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,42.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,43.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,44.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,45.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,46.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,47.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,48.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,49.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,50.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,51.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,52.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,53.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,54.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
LAT,55.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,1.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,2.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,3.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,4.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,5.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,6.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,7.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,8.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,9.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,10.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,11.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,12.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,13.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,14.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,15.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,16.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,17.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,18.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,19.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,20.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,21.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,22.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,23.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,24.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,25.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,26.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
ALO,27.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2022
VER,1.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,2.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,3.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,4.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,5.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,6.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,7.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,8.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,9.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,10.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,11.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,12.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,13.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,14.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,15.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,16.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,17.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,18.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,19.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,20.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,21.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,22.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,23.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,24.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,25.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,26.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,27.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,28.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,29.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,30.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,31.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,32.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,33.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,34.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,35.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,36.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,37.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,38.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,39.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,40.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,41.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,42.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,43.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,44.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,45.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,46.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,47.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,48.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,49.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,50.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,51.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,52.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,53.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,54.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,55.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,56.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,57.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
VER,58.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,1.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,2.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,3.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,4.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,5.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,6.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,7.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,8.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,9.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,10.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,11.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,12.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,13.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,14.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,15.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,16.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,17.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,18.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,19.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,20.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,21.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,22.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,23.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,24.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,25.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,26.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,27.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,28.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,29.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,30.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,31.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,32.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,33.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,34.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,35.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,36.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,37.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,38.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,39.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,40.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,41.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,42.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,43.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,44.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,45.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,46.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,47.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,48.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,49.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,50.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,51.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,52.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,53.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,54.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,55.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,56.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,57.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
LEC,58.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,1.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,2.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,3.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,4.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,5.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,6.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,7.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,8.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,9.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,10.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,11.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,12.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,13.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,14.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,15.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,16.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,17.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,18.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,19.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,20.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,21.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,22.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,23.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,24.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,25.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,26.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,27.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,28.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,29.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,30.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,31.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,32.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,33.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,34.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,35.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,36.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,37.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,38.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,39.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,40.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,41.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,42.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,43.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,44.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,45.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,46.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,47.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,48.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,49.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,50.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,51.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,52.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,53.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,54.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,55.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,56.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,57.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
RUS,58.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,1.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,2.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,3.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,4.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,5.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,6.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,7.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,8.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,9.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,10.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,11.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,12.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,13.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,14.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,15.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,16.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,17.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,18.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,19.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,20.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,21.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,22.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,23.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,24.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,25.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,26.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,27.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,28.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,29.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,30.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,31.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,32.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,33.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,34.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,35.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,36.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,37.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,38.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,39.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,40.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,41.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,42.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,43.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,44.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,45.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,46.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,47.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,48.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,49.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,50.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,51.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,52.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,53.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,54.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,55.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,56.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,57.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PER,58.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,1.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,2.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,3.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,4.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,5.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,6.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,7.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,8.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,9.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,10.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,11.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,12.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,13.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,14.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,15.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,16.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,17.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,18.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,19.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,20.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,21.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,22.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,23.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,24.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,25.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,26.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,27.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,28.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,29.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,30.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,31.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,32.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,33.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,34.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,35.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,36.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,37.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,38.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,39.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,40.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,41.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,42.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,43.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,44.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,45.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,46.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,47.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,48.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,49.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,50.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,51.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,52.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,53.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,54.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,55.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,56.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,57.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
NOR,58.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,1.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,2.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,3.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,4.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,5.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,6.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,7.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,8.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,9.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,10.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,11.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,12.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,13.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,14.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,15.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
PIA,16.0,1,0,0,0,0,0,Abu Dhabi Grand Prix,2023
